0 390792216144427293276514429242479380832129218961488180656564033403628719856464716160076052665317049673445785031739191282730023238398324934845661184.00000000 -857524256588129803261083860515285988453352098752562377277791316440959155166893746084468178356618515710202648196611074593871654739290459620383916032.00000000 942372753657541590279516189763285066159018812862540610580546901244474445533012999532373436961972195762259745586698446621030426879053464614635307008.00000000 37146473671196881584925659941069209435265831731466818754948365946156422171513664834553658728983405765143588075589977156775025796186112.00000000 111326643254114759891218992706053486397185800877529272129471123540803823206175681615172670240801145258474528700290089178252427290214400.00000000 117360478886351934312061011006911593609792007627128776646657752124764468486108330114746824865882184326729248386844208295901755839873024.00000000 -133134171378592287285864589314159131968725414632600879946863343475799053880889800711146332679490424998725067129098791719077416608701291847937629303244436013056.00000000 
66 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
67 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
68 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
69 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
70 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
71 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
72 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
73 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
74 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
75 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
76 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
77 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
78 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
79 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
80 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
81 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
82 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
83 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
84 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
85 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
86 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
87 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
88 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
89 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
90 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
91 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
92 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
93 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
94 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
95 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
96 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
97 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
98 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
99 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
100 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
101 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
102 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
103 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
104 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
105 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
106 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
107 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
108 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
109 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
110 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
111 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
112 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
113 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
114 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
115 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
116 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
117 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
118 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
119 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
120 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
121 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
122 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
123 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
124 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
125 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
126 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
127 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
128 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
129 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
130 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
131 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
132 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
133 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
134 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
135 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
136 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
137 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
138 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
139 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
140 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
141 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
142 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
143 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
144 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
145 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
146 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
147 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
148 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
149 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
150 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
151 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
152 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
153 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
154 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
155 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
156 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
157 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
158 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
159 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
160 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
161 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
162 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
163 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
164 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
165 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
166 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
167 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
168 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
169 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
170 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
171 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
172 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
173 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
174 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
175 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
176 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
177 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
178 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
179 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
180 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
181 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
182 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
183 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
184 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
185 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
186 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
187 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
188 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
189 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
190 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
191 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
192 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
193 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
194 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
195 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
196 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
197 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
198 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
199 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
200 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
201 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
202 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
203 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
204 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
205 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
206 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
207 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
208 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
209 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
210 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
211 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
212 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
213 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
214 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
215 0.00000000 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -23616935239023562879607437344239178594910208.00000000 
